|invoiceId|custId|batchId|item_summary.paper|item_summary.rock|item_summary.scissor
2686|484799|i401|wq981|12.0||
2687|661192|m323|qe003||48.0|
2688|85388|f271|ma371|||38.0
2689|658254|a843|fg274|3.0|8.0|
2690|371801|q186|hn560|||27.0
2691|590306|a716|hl241|||8.0
2692|71807|d831|zq839|34.0|1.0|9.0
2693|297763|s777|ma651||18.0|21.0
2694|551100|n154|sb220||46.0|47.0
2695|913704|r819|zh655|48.0||
2696|970732|n001|qm921|24.0||34.0
2697|621821|u726|og711|16.0|1.0|37.0
2698|974684|z672|ks382|||9.0
2699|253821|i738|uv258||2.0|
2700|882932|y634|je431||40.0|
2701|737328|a306|ts921|||50.0
2702|952182|h087|hf554|||6.0
2703|755822|w175|mj625|48.0|30.0|45.0
2704|448219|d824|sw086|7.0|41.0|
2705|153457|o151|vk715|16.0|40.0|48.0
2706|467386|u776|nz129|5.0||27.0
2707|25082|k726|ly980||25.0|33.0
2708|154585|t441|rs613|39.0|37.0|
2709|340546|h804|jp873||20.0|
2710|420931|b115|my494||3.0|
2711|759223|t278|bj346||17.0|
2712|881237|d249|zl239|30.0||16.0
2713|723939|v948|xw219||4.0|16.0
2714|108792|s401|ck428|||12.0
2715|513985|z226|pr221|33.0||20.0
2716|628431|v937|bu072|||22.0
2717|484580|k094|hj325|34.0|44.0|26.0
2718|633019|i318|wg026||42.0|6.0
2719|933954|k032|pv089|36.0|16.0|
2720|288534|i755|rg645|46.0|21.0|30.0
2721|109735|h989|dg889||33.0|
2722|495348|l001|yp247|28.0|33.0|23.0
2723|848931|x383|gh972||43.0|46.0
2724|385684|w865|fk970|27.0||24.0
2725|512297|h804|td408||19.0|47.0
2726|925407|s268|eu121|23.0||4.0
2727|272323|h886|zh655||3.0|
2728|189164|i398|cn859|20.0|11.0|15.0
2729|101400|w295|qv984|33.0|7.0|40.0
2730|81064|n003|kp834|3.0||
2731|381944|i677|dq899|18.0|25.0|38.0
2732|514751|i044|ur270|14.0|25.0|31.0
2733|231688|v551|zm762|37.0||48.0
2734|639553|k094|uw576|6.0|9.0|22.0
2735|663311|w788|vs573|17.0||19.0
2736|678667|q357|wo413||6.0|
2737|211941|q814|yd538|20.0|22.0|
2738|40382|y797|fb571|27.0|40.0|5.0
2739|778301|n671|zy614|16.0|8.0|50.0
2740|907046|g976|ry452|26.0|34.0|
2741|601588|u265|rn862|33.0|17.0|49.0
2742|604254|d943|oi586|||40.0
2743|728749|v785|bu072||44.0|25.0
2744|466735|h307|gt470|10.0||
2745|92613|w788|mg938|7.0|28.0|25.0
2746|963471|c263|do997|7.0|31.0|
2747|151782|b632|yu901|47.0|26.0|44.0
2748|766787|g723|rt949|31.0|49.0|42.0
2749|723701|f271|ys642|5.0|49.0|6.0
2750|389985|r073|va652|5.0|34.0|31.0
2751|10509|i362|oe361|11.0|33.0|35.0
2752|760796|v677|no580|3.0|20.0|41.0
2753|108672|r535|wq981|15.0|49.0|
2754|62261|h074|oh359||21.0|37.0
2755|649529|w297|zo952|||28.0
2756|526883|r005|yg675|||6.0
2757|740367|n740|lx102|4.0|4.0|43.0
2758|908373|i492|qf074||44.0|
2759|239148|d802|df591|41.0||
2760|903376|e455|gv962|45.0|29.0|2.0
2761|183496|m950|ay689|23.0|25.0|36.0
2762|812604|g347|mg354|17.0|38.0|22.0
2763|939689|s777|rq234||1.0|16.0
2764|190574|i784|dq899|50.0|31.0|29.0
2765|417865|y892|xm495||29.0|45.0
2766|559522|l767|jl515|18.0|8.0|
2767|724561|c795|hh488|38.0|3.0|
2768|911819|t404|cv195||6.0|
2769|210176|i465|cu575|||30.0
2770|514250|e094|cr543|2.0|33.0|
2771|267801|y689|mr417|49.0|29.0|
2772|311812|k726|nn189|10.0|43.0|
2773|330619|z419|rx391|17.0||
2774|966776|c602|dy433|35.0|31.0|31.0
2775|472459|c630|ym647|42.0|45.0|
2776|804851|h466|as220|27.0|26.0|
2777|260357|z953|ou656|30.0||
2778|292775|r972|eh577|||16.0
2779|365949|i191|qq662|34.0|29.0|43.0
2780|244618|j197|uf348|6.0|39.0|1.0
2781|11217|p970|ly980|||6.0
2782|395366|o536|fa717|30.0|49.0|3.0
2783|771897|q392|dx510|38.0|1.0|34.0
2784|221824|v093|as220|||35.0
2785|200900|l831|xq693|49.0||7.0
2786|298550|x095|bk939||16.0|7.0
2787|634167|p702|il016|6.0||
2788|773962|r762|jz524|2.0||
2789|476115|g545|sm034|46.0|18.0|33.0
2790|194827|c561|ef092||4.0|
2791|977929|e189|db145|||20.0
2792|977220|t868|qh132|36.0|20.0|30.0
2793|781262|t203|nb569||27.0|22.0
2794|866785|m254|fa717|32.0|9.0|4.0
2795|133589|f346|nt171|30.0|5.0|16.0
2796|636683|q139|fv163||27.0|
2797|677470|v010|od707|||25.0
2798|477721|t504|hz125||14.0|15.0
2799|59264|u359|nj548|4.0|13.0|40.0
2800|696129|t991|ux701|42.0|37.0|16.0
2801|259248|w023|mk465||22.0|5.0
2802|122037|z340|ki182|15.0|37.0|48.0
2803|451854|v309|ia452|27.0||
2804|825399|w734|gl773|26.0|41.0|30.0
2805|748650|u260|ec420|45.0|29.0|29.0
2806|474070|v551|mx945||9.0|23.0
2807|780149|n246|wc356|36.0|38.0|
2808|310992|o026|zi218|40.0|9.0|
2809|824452|i191|mk173||23.0|9.0
2810|810403|l785|gt028|12.0|33.0|13.0
2811|854663|k174|vx862|||10.0
2812|924256|d864|ar911|||33.0
2813|242579|z457|um432||48.0|
2814|761639|w994|af955||1.0|
2815|84522|p392|km921|45.0|44.0|13.0
2816|171715|x621|bz339|||39.0
2817|223757|v229|pi752|31.0|13.0|49.0
2818|450337|w804|vl770|21.0|2.0|15.0
2819|612091|n479|mx141|17.0||
2820|696032|e059|sp587|41.0||
2821|129895|d395|tl128|44.0|34.0|43.0
2822|526343|m414|aj813|45.0||
2823|472409|z014|ak189|2.0||
2824|660565|c287|sm927||4.0|11.0
2825|621146|r621|fm888|21.0|20.0|
2826|679516|t896|ry328|46.0|45.0|48.0
2827|288961|i492|se078||35.0|27.0
2828|101990|r470|ju128|23.0|11.0|4.0
2829|15150|d824|cp266|13.0|49.0|26.0
2830|199079|i694|by577|||20.0
2831|795588|h712|is542|47.0|47.0|48.0
2832|616620|y741|mr550|||39.0
2833|277448|u252|bh345|||15.0
2834|115414|l001|do226|||32.0
2835|129717|d541|kf296|15.0|29.0|7.0
2836|808248|c982|fg923|14.0|45.0|
2837|671342|u425|bd285|48.0|39.0|14.0
2838|397604|l163|ec321|45.0||
2839|996814|u022|dh649|14.0||26.0
2840|74837|r507|yb360||23.0|
2841|838823|w518|bt762|7.0|41.0|14.0
2842|136757|f615|vq157|4.0|48.0|40.0
2843|348934|j312|hn199||45.0|11.0
2844|587213|b695|im833|35.0||19.0
2845|806347|s068|gp459|1.0|6.0|13.0
2846|194786|q284|ov717|2.0|24.0|29.0
2847|85318|f744|cc095|42.0|47.0|8.0
2848|824180|z111|zq933|39.0||
2849|414867|h607|zq395|43.0|35.0|5.0
2850|13091|q835|yv232|45.0|19.0|35.0
2851|324430|h255|hw283|24.0|48.0|15.0
2852|538877|y140|wn254|||36.0
2853|50858|w529|fp505|13.0|33.0|34.0
2854|466685|b389|po591|16.0||15.0
2855|82835|d541|sj439||24.0|
2856|524340|n750|fb717|25.0||
2857|511281|h989|tb696||9.0|
2858|322867|w760|iz544|24.0|16.0|
2859|702114|a354|wa593|8.0|25.0|
2860|918979|g545|fg719|||26.0
2861|944502|p891|pe984|||30.0
2862|897328|q814|lt562|44.0|30.0|22.0
2863|11622|n859|an647|8.0|17.0|
2864|207826|k726|mx431|25.0|45.0|
2865|303111|v784|it533|44.0|38.0|39.0
2866|705646|x899|ip740|5.0||9.0
2867|645829|i281|nm940||18.0|
2868|223744|p499|qv073|32.0|17.0|23.0
2869|469052|s831|dg126|34.0||
2870|572265|y078|ue660||16.0|19.0
2871|171582|e568|lp121|19.0|35.0|39.0
2872|7328|o497|vd704|6.0|29.0|4.0
2873|685876|g347|lq096|41.0|12.0|35.0
2874|573242|l149|uh104|26.0|17.0|30.0
2875|582436|g400|cr446|4.0||
2876|88601|t896|cf848||43.0|29.0
2877|650289|c251|re696|14.0||
2878|634471|i217|ks382||31.0|49.0
2879|536371|t047|dm600|28.0||10.0
2880|120492|b017|px712||19.0|
2881|226860|z051|kc854||37.0|
2882|329182|k405|wv141|28.0|11.0|
2883|940240|t278|im833|45.0|26.0|27.0
2884|203577|s916|jn409|23.0|16.0|19.0
2885|669083|z267|gu069||28.0|29.0
2886|41496|d467|sv682||2.0|
2887|922612|i839|qh140||43.0|
2888|352087|f739|dl904|8.0||19.0
2889|927030|n393|fo549|24.0|20.0|18.0
2890|38874|t051|ef362||27.0|
2891|673398|g006|ht387||36.0|34.0
2892|572729|x779|zp511||39.0|
2893|820737|o697|py990|11.0||50.0
2894|46777|q230|rh331|42.0||13.0
2895|174325|i563|do226||34.0|22.0
2896|34124|x929|yn234|14.0|18.0|
2897|357680|w572|py575|13.0|4.0|41.0
2898|18783|m963|sz202||13.0|
2899|467411|c251|ay689|16.0|21.0|26.0
2900|73600|p767|yc905|29.0|3.0|30.0
2901|546721|j837|es732|40.0||13.0
2902|680656|e389|zu225|22.0||42.0
2903|325121|v229|yf736|10.0|34.0|15.0
2904|498435|r522|xj166|3.0||39.0
2905|617552|o702|sb220|18.0|43.0|1.0
2906|510024|e252|us061||28.0|10.0
2907|655078|c251|vs573||29.0|
2908|216904|t278|up072|11.0|31.0|38.0
2909|256098|g110|hh557|5.0|39.0|1.0
2910|698825|p003|tp997|||46.0
2911|494145|w865|ru838|6.0|21.0|22.0
2912|51813|s317|io838|46.0|14.0|
2913|555104|g985|hy936|15.0||
2914|418651|w921|vp020|||8.0
2915|220243|z812|ny884|49.0|49.0|
2916|527257|h246|xn276||36.0|9.0
2917|709406|v469|gc993||28.0|39.0
2918|280300|g463|dl078|46.0|1.0|31.0
2919|638189|o330|or691|37.0||
2920|55449|t868|jw955|46.0||47.0
2921|631773|o851|lt760|||39.0
2922|776314|n378|bb988|6.0|24.0|48.0
2923|20628|f503|nv145|28.0|15.0|2.0
2924|197397|a962|ln367|28.0|18.0|
2925|735761|i563|ug186||7.0|
2926|827185|e186|as138|||34.0
2927|991659|n852|lz667||37.0|29.0
2928|119249|s270|xa928||48.0|22.0
2929|971214|x098|yz612||35.0|37.0
2930|664919|b670|cd621|||14.0
2931|684350|r379|ei206||10.0|18.0
2932|668629|z012|uw485|42.0|36.0|
2933|335437|i726|lo899|45.0|40.0|45.0
2934|547108|r541|bb988|2.0|40.0|46.0
2935|990595|f713|by593|||25.0
2936|464389|a409|rq866|1.0|23.0|21.0
2937|899655|p567|lg825|14.0||48.0
2938|815622|l896|jf201||22.0|
2939|224558|k973|gq698||18.0|
2940|12241|k205|yu966||35.0|
2941|146674|v269|wk022|16.0|24.0|12.0
2942|809844|s916|no734||7.0|
2943|50058|i595|hy981|||10.0
2944|517377|n709|nm717|2.0|43.0|9.0
2945|41658|p842|ps360|15.0|27.0|
2946|200388|i784|sd232|43.0|23.0|
2947|697488|v309|no580|7.0|10.0|1.0
2948|47751|p865|wy106|3.0|35.0|40.0
2949|848029|y157|xh196|||43.0
2950|260574|j534|dq856|21.0|9.0|16.0
2951|570779|a962|un231|17.0|1.0|
2952|238760|p842|nz895|49.0||34.0
2953|400951|n001|en392||47.0|
2954|442673|f490|wm303||30.0|
2955|862124|n479|cx865|45.0||15.0
2956|167113|r599|za039|4.0|37.0|27.0
2957|106148|h489|hx910|50.0|28.0|
2958|182430|x098|ye070||50.0|27.0
2959|373830|p168|ti853||2.0|21.0
2960|828186|v837|zp918|27.0||42.0
2961|393983|x929|fe637|11.0|34.0|47.0
2962|624938|s600|rk945|15.0||15.0
2963|107419|q214|hx411|||3.0
2964|890146|o572|nr626|5.0||2.0
2965|138548|q567|uw250|19.0||5.0
2966|506434|j174|zr408||21.0|29.0
2967|988205|k891|qe003||8.0|
2968|174202|x439|zd578||36.0|35.0
2969|200855|p060|vd704|45.0|41.0|
2970|828297|b677|eo306|||17.0
2971|237785|h748|tq332|11.0||43.0
2972|616729|e059|uq451|31.0|43.0|39.0
2973|234425|k372|zw761|24.0|18.0|3.0
2974|45376|c982|jx570|44.0||37.0
2975|39595|a843|pw756|50.0||45.0
2976|342468|s268|gf086||34.0|
2977|469967|c464|ba481|48.0|2.0|13.0
2978|247472|k320|ol215|1.0|16.0|41.0
2979|929107|g876|oy942||23.0|
2980|812831|j492|it696||13.0|
2981|287084|f895|xw219|21.0||1.0
2982|412538|v642|px060|||2.0
2983|654864|z939|pv287|12.0|38.0|
2984|823287|k372|ov791|42.0|45.0|46.0
2985|298136|k153|zt284|45.0||26.0
2986|70342|h087|nz773||11.0|
2987|685462|j475|oo605|38.0|47.0|2.0
2988|617122|i465|hu529|9.0|48.0|
2989|302709|r605|ye408|29.0|6.0|16.0
2990|582709|c970|nm717|39.0|30.0|32.0
2991|26712|s099|tr970|3.0|38.0|15.0
2992|322948|x203|ez631||50.0|13.0
2993|118916|p581|xl476|39.0|36.0|44.0
2994|667333|e927|jb239|20.0|7.0|6.0
2995|26717|p767|pi398|9.0||33.0
2996|867058|l163|sb378|||15.0
2997|45243|y438|fy268|50.0|21.0|21.0
2998|751857|c287|px230|17.0|15.0|18.0
2999|461529|i459|xh196||5.0|25.0
3000|144151|k114|ma651|13.0|7.0|20.0
3001|330169|q034|hf691||31.0|
3002|927362|x390|ao224|20.0|33.0|
3003|810265|r809|cn614||10.0|
3004|506842|d474|wq512|||30.0
3005|36779|p790|zj779|36.0||
3006|790980|l084|go606|30.0|22.0|35.0
3007|300545|x910|nj967|11.0|9.0|17.0
3008|409413|c815|lb678|23.0|44.0|11.0
3009|259450|o151|ub638|31.0|16.0|8.0
3010|162618|o835|an550|42.0|41.0|8.0
3011|621204|o949|ub270|20.0||25.0
3012|27193|c387|ny939|9.0|8.0|
3013|291665|n921|ef602||30.0|
3014|459903|k891|jv904|9.0|2.0|37.0
3015|325390|p970|te339|1.0|43.0|18.0
3016|177950|w230|gt507|9.0|37.0|6.0
3017|743125|h804|av906||35.0|
3018|766338|h656|cw008|||47.0
3019|121565|q814|br847|45.0|45.0|28.0
3020|389126|c516|gl503|26.0||14.0
3021|602927|z690|re687|||49.0
3022|576494|p168|mm478|34.0||
3023|737604|e436|ln835|30.0|2.0|13.0
3024|383772|y968|zq395|21.0|21.0|8.0
3025|779495|e998|mh743|20.0|5.0|
3026|939920|p215|mw268|8.0|33.0|
3027|345796|l512|mk182|||36.0
3028|513690|q294|lm612|27.0|26.0|32.0
3029|937173|w529|uy015|11.0|29.0|30.0
3030|781535|n144|hj325||34.0|1.0
3031|324367|n434|ss000|33.0|34.0|40.0
3032|953427|z095|oh225|15.0|23.0|
3033|828461|w023|im096||43.0|18.0
3034|301000|o544|ue726|31.0|24.0|
3035|437657|l801|wk338|12.0|39.0|41.0
3036|280709|c214|gs794|16.0||
3037|543278|p204|hf691|22.0|39.0|45.0
3038|268220|e998|am900|41.0|2.0|28.0
3039|536179|h809|hm415|4.0|36.0|31.0
3040|963820|n522|mt273|11.0|3.0|47.0
3041|153551|q034|su882|5.0||49.0
3042|701156|z087|oz752||18.0|12.0
3043|880417|f925|ol215|44.0||34.0
3044|768457|x929|ct519|40.0|14.0|28.0
3045|726951|t165|gp330|16.0||26.0
3046|853370|d665|ay163||45.0|
3047|396331|q139|ga039|7.0|45.0|
3048|244531|x383|wu444|4.0|46.0|7.0
3049|682569|z355|oz752|24.0|40.0|
3050|750268|d128|wc546|4.0|19.0|9.0
3051|931334|n740|ev736|4.0|6.0|24.0
3052|679832|a210|cd937|31.0|27.0|43.0
3053|111146|s099|ci956|17.0||
3054|432440|u509|sp790|45.0|7.0|24.0
3055|884455|w518|uh104|40.0|37.0|26.0
3056|719586|n577|ae592|45.0|47.0|50.0
3057|905184|f346|tq382||5.0|
3058|171160|c620|cc612|28.0||5.0
3059|15172|z150|kv997||37.0|22.0
3060|735516|r616|al562|3.0|29.0|11.0
3061|2560|w298|cj002|16.0|34.0|
3062|583438|g545|qj795|8.0|31.0|
3063|775308|i191|xf217||7.0|
3064|305170|t786|jd750|8.0|18.0|
3065|281657|c071|pf915|6.0||11.0
3066|551824|e338|ez179|47.0|34.0|45.0
3067|746237|q299|nk812|||18.0
3068|984249|a176|hf772|||20.0
3069|39707|q392|qo829|24.0|25.0|
3070|87278|d445|jc179|37.0|1.0|27.0
3071|17820|z812|gt470|29.0|15.0|48.0
3072|492283|a753|sw370|4.0|49.0|38.0
3073|394050|x390|rt904|1.0|49.0|
3074|63097|r968|yj300|4.0|50.0|48.0
3075|707948|x883|yq847|35.0|40.0|27.0
3076|791074|x929|gr621||29.0|
3077|33127|c214|wu444||23.0|3.0
3078|190792|f431|rx907||7.0|38.0
3079|773497|a141|dq856|11.0|37.0|32.0
3080|629959|x929|mm478|50.0||30.0
3081|755181|n266|ki360||14.0|
3082|921404|a863|tj756|27.0||
3083|614069|u928|gm208|26.0|42.0|3.0
3084|870572|i566|ab176|||13.0
3085|361481|b710|jq934|20.0|1.0|45.0
3086|331227|k059|hc254|46.0|2.0|6.0
3087|561427|m963|zp287||1.0|
3088|658022|z812|ob089|12.0||
3089|168552|b013|lv564|45.0|26.0|6.0
3090|669116|y667|vl226|39.0||
3091|373631|s903|sk444|36.0||6.0
3092|712153|o291|tj027|36.0||
3093|726388|m966|nd133||25.0|
3094|176894|n434|ky440|8.0|39.0|
3095|171780|f783|tg848|8.0|7.0|
3096|781083|l693|si738||14.0|
3097|963894|d395|mf216|29.0|16.0|6.0
3098|116736|g542|oq161|||22.0
3099|339337|i459|ks811|||32.0
3100|420089|l245|xw219|22.0|4.0|
3101|453233|w850|ir201|44.0|20.0|15.0
3102|199463|a164|so642|35.0|14.0|1.0
3103|127246|v663|rk333|2.0|17.0|29.0
3104|819765|y145|xh081|34.0|42.0|8.0
3105|655506|u022|iz055|46.0|1.0|29.0
3106|879122|r629|wi857|||50.0
3107|688601|g463|to321|28.0|47.0|7.0
3108|142763|j059|hz682||24.0|31.0
3109|645452|e094|vo186|50.0|28.0|10.0
3110|304594|b895|cl894|50.0||17.0
3111|590287|f744|ps794|36.0|7.0|7.0
3112|278130|t311|km134|22.0|38.0|15.0
3113|686594|z792|bz339|16.0|31.0|22.0
3114|662247|c727|il121|19.0|27.0|35.0
3115|751807|b261|vj026|5.0||33.0
3116|325270|p738|yg675|11.0|7.0|50.0
3117|326986|q039|gv897|43.0|24.0|20.0
3118|223074|t812|ht387|22.0||
3119|599176|i362|jg824|43.0|16.0|13.0
3120|511522|e102|qd939|19.0|41.0|
3121|846221|q453|yi652|2.0|46.0|22.0
3122|812948|d777|kj801|26.0||38.0
3123|778394|w108|ju128|37.0|4.0|18.0
3124|503957|q835|kz670|2.0|23.0|37.0
3125|466168|g006|st778|||15.0
3126|608393|r762|ih010|19.0|30.0|15.0
3127|406071|w117|jj867||32.0|
3128|447998|g915|bm922||1.0|50.0
3129|732760|z613|bt762||26.0|
3130|538227|s318|wk824|7.0||
3131|55114|j117|qi059||29.0|
3132|254380|k456|oo605|||32.0
3133|397251|d186|uw122|9.0||47.0
3134|704882|g006|wv666||31.0|
3135|127261|e003|ic690||9.0|
3136|234488|z226|it595|22.0|46.0|8.0
3137|407572|y521|hc254|42.0|4.0|
3138|695561|s400|im096|43.0|21.0|1.0
3139|55299|c593|wx703||39.0|3.0
3140|295039|r271|br022|||15.0
3141|232414|f271|su882|28.0|4.0|8.0
3142|785029|v642|pc700|36.0|18.0|43.0
3143|261100|a820|gs794|||21.0
3144|140418|m356|an106|39.0|43.0|10.0
3145|632484|y078|db549|40.0|38.0|40.0
3146|660162|t865|ti835|||47.0
3147|32585|i881|bv432|5.0|14.0|13.0
3148|198213|m963|qj795|6.0|19.0|27.0
3149|61478|f421|ol215|||38.0
3150|514974|x383|xv785|38.0|26.0|11.0
3151|282259|j059|mq248|8.0|20.0|
3152|200586|s719|ei933|32.0||44.0
3153|868640|w518|pv370|48.0|36.0|40.0
3154|231623|b403|vo933|27.0|48.0|46.0
3155|68436|t233|uh104||36.0|40.0
3156|344950|k748|na170|32.0|31.0|13.0
3157|546675|e359|js262||12.0|
3158|380039|o572|qb327|||29.0
3159|211528|p328|iu023|3.0|34.0|
3160|199494|k973|kr999|27.0|4.0|14.0
3161|38572|w482|mx431||39.0|
3162|797450|v515|pa758|4.0||21.0
3163|220757|s714|oj742||23.0|14.0
3164|419934|n581|if867|12.0|47.0|44.0
3165|914633|h818|pi752|||20.0
3166|991361|p412|bl965|21.0||4.0
3167|777820|v929|zs884|||24.0
3168|532514|w572|ru326|14.0|22.0|33.0
3169|228914|x439|ry452||4.0|
3170|47689|w865|kx099|18.0|18.0|5.0
3171|949765|o185|fr519|17.0|26.0|27.0
3172|135666|d833|vo662|47.0|28.0|34.0
3173|159875|x211|gb712|15.0||
3174|746986|b403|go023|||27.0
3175|668035|o853|vb830|23.0|50.0|30.0
3176|342894|p774|ge353|20.0|20.0|7.0
3177|825921|f465|gy983|13.0|39.0|22.0
3178|51429|z247|pd995|4.0|23.0|37.0
3179|15329|v783|jt171|40.0|16.0|29.0
3180|626700|c287|ot443|1.0||
3181|25393|l438|gv897|14.0|45.0|35.0
3182|917278|g131|aw087|31.0|44.0|19.0
3183|215442|g232|ii842||1.0|
3184|952044|k443|mx850||23.0|
3185|866101|k158|ih010|22.0||
3186|27624|m110|ok237|33.0|26.0|10.0
3187|670641|m651|sb447|||5.0
3188|26300|t786|jd115|||14.0
3189|456998|g131|cl952|15.0|46.0|
3190|426817|y772|nu176|17.0||20.0
3191|877252|z460|yv099|6.0|10.0|48.0
3192|308094|d225|zt284|33.0||46.0
3193|967648|c251|sz331||35.0|
3194|41550|j652|cu178|37.0||
3195|782491|m628|mi241|9.0||
3196|479338|q034|ue660|50.0||15.0
3197|535365|y422|ar911|9.0|41.0|
3198|512402|x156|rk945|34.0|20.0|21.0
3199|297013|x439|sn030|43.0|14.0|9.0
3200|405811|m576|bt334|30.0|32.0|
3201|765415|o151|cl894||47.0|7.0
3202|623796|d758|nv793|46.0|24.0|15.0
3203|568614|n246|vr914|36.0|35.0|25.0
3204|424749|y794|de814|2.0|50.0|8.0
3205|689100|l831|pv287|12.0||
3206|655462|c244|db118||44.0|44.0
3207|80824|b385|or809|||29.0
3208|842522|k591|ts921||5.0|
3209|622645|v837|bp349|36.0|40.0|6.0
3210|96252|y905|kt756||4.0|
3211|233652|w909|fj074|38.0||
3212|164766|e216|wb465||23.0|48.0
3213|363521|x026|mp489||46.0|
3214|895176|g207|iu023||10.0|
3215|690242|q340|ob089|44.0|38.0|29.0
3216|536261|y376|jr745|||9.0
3217|188660|r507|ak745|36.0||
3218|126074|v412|jn913|||25.0
3219|609571|d052|al518|29.0||
3220|905004|w865|hi463||7.0|
3221|709856|h156|xv305|41.0|50.0|18.0
3222|900066|z051|hw150|43.0|37.0|
3223|30283|n273|wj228|39.0|38.0|43.0
3224|456576|g976|gj318|3.0|31.0|49.0
3225|99332|x026|wv141|32.0||38.0
3226|305183|s400|nc984|35.0||
3227|970035|g463|ak745|38.0|47.0|13.0
3228|821079|n003|tr970|6.0|33.0|40.0
3229|96757|q139|nr301|25.0|11.0|
3230|261263|c071|gq558|33.0||
3231|496176|h037|ov791|38.0|8.0|44.0
3232|808994|y506|ki182|49.0|48.0|1.0
3233|898105|o379|se193|23.0|37.0|33.0
3234|305201|b403|gt470|48.0|22.0|15.0
3235|898115|j435|ks779||50.0|47.0
3236|795413|b924|cx865|5.0||
3237|709617|i459|ib672|41.0|24.0|23.0
3238|67931|m771|gq698|39.0|34.0|33.0
3239|247565|w788|lb371||32.0|
3240|90306|n876|as220|25.0|18.0|34.0
3241|66726|y689|zp511|36.0|21.0|16.0
3242|513311|z012|dp074||46.0|33.0
3243|671765|o544|zm015|||43.0
3244|115200|p994|ln867||35.0|42.0
3245|191441|b070|tx814|7.0|50.0|26.0
3246|159212|g985|zo692|||30.0
3247|941453|g074|dt065|30.0||
3248|218845|i191|dh590|24.0||
3249|491317|z051|dm600|21.0||50.0
3250|45639|q693|ii661|35.0|6.0|5.0
3251|151736|p774|uz812|||41.0
3252|916099|r933|bx135|48.0||
3253|82969|k057|cr543|23.0|47.0|
3254|707621|a294|at121|27.0|16.0|44.0
3255|869793|a061|sk948|20.0||11.0
3256|448596|c071|hn564|48.0|14.0|22.0
3257|86070|a354|gp330|30.0|28.0|32.0
3258|867679|v727|yv099|2.0|43.0|45.0
3259|886742|g006|ib672|||47.0
3260|189676|z613|zl007||32.0|
3261|487871|r313|fs519|7.0||31.0
3262|640840|y905|us103|6.0|17.0|39.0
3263|720022|u260|gq221|13.0||
3264|812133|a210|dz792||5.0|
3265|456388|w865|dh649|25.0||35.0
3266|374666|p328|ny939|37.0||30.0
3267|435721|q835|kf806|18.0|16.0|
3268|157386|v551|sm034|31.0||
3269|614893|k205|wq884|37.0||
3270|842209|y311|vo186|25.0|18.0|42.0
3271|877722|w146|wl491|||2.0
3272|56574|o949|ay689|||48.0
3273|904808|c500|bx924|||19.0
3274|797073|m504|yh292|27.0|4.0|1.0
3275|495874|m094|qs731|32.0|34.0|32.0
3276|537822|a145|dw185|5.0|16.0|
3277|448102|q342|nz773|32.0|9.0|28.0
3278|213110|a160|wk217|44.0|40.0|25.0
3279|678222|n876|cb380|4.0||
3280|782380|q342|zx872|||17.0
3281|519924|t756|sa864||12.0|13.0
3282|20317|j174|ry891|||43.0
3283|712966|k226|iy748||13.0|
3284|679133|f925|mi241|28.0||49.0
3285|36850|o035|fo693|38.0|28.0|
3286|53075|z087|zd738|45.0|9.0|
3287|181866|f625|hy936|||26.0
3288|444570|p709|go023|17.0||39.0
3289|331403|o702|zj974|6.0||33.0
3290|816984|g589|vh938|||41.0
3291|940363|k111|te339|7.0|44.0|
3292|610824|d802|mf981|43.0|30.0|37.0
3293|510374|j279|fg274|49.0||
3294|199967|o291|zo165|29.0|17.0|49.0
3295|899040|b650|fs065|24.0|18.0|23.0
3296|226167|i492|ch644|31.0|43.0|1.0
3297|290479|m700|nt711|33.0||25.0
3298|562046|r599|lr414|27.0|7.0|1.0
3299|366277|i635|xy111|9.0||
3300|994070|p168|ph646||29.0|
3301|882812|y299|jq934|17.0|40.0|4.0
3302|769150|z248|sz942|39.0|48.0|
3303|6030|j534|yc351|37.0|48.0|
3304|576039|c508|pv089|40.0|17.0|24.0
3305|230055|w921|ek147|30.0||10.0
3306|301347|b403|jh780||5.0|18.0
3307|90052|k748|eu504|18.0|3.0|10.0
3308|171854|a038|lk327|24.0||1.0
3309|780845|a261|mq248|20.0||28.0
3310|636624|j435|xz871|15.0|47.0|
3311|135901|m388|it986|2.0|1.0|38.0
3312|624330|e189|pv287|19.0|31.0|5.0
3313|632077|s794|wr871|44.0|6.0|13.0
3314|86731|q049|uz269||42.0|41.0
3315|517384|m128|op436|13.0|40.0|6.0
3316|942501|g976|gm876|15.0||
3317|14252|t404|kf806|49.0||17.0
3318|695901|e415|ts019|||32.0
3319|411678|o151|bu939|43.0|19.0|18.0
3320|375175|v677|ct963|18.0||
3321|775388|a820|oi060|24.0|11.0|
3322|508326|a219|ps794|8.0|16.0|
3323|861936|y716|fs519|36.0||
3324|179755|m962|cn614|||7.0
3325|587546|k891|rl758|28.0|39.0|30.0
3326|943011|z355|yv099|25.0|34.0|21.0
3327|377443|i677|eb364|41.0|18.0|
3328|439583|t896|sf031|||19.0
3329|330138|t545|qa882|37.0|2.0|40.0
3330|701999|d758|ri265||33.0|28.0
3331|758341|n479|va038|34.0||4.0
3332|417582|u644|yh208|18.0||15.0
3333|144058|o250|nv848|||14.0
3334|394624|b924|ya805|6.0|12.0|
